"“기술인재 확보하라”...삼성, AI부터 반도체까지 경력직 대거 채용"
"'AI 4대천왕' 르쿤 ""AI가 곧 인간 대체하진 않을 것"""
MS가 보는 올해 AI 트렌드…SLM·멀티모달·과학
"""이어폰만 꽂아도 통역이?""…AI 폰 이어 'AI 버즈'도 나올까"
"이스트소프트·네이버클라우드, AI 기술 제휴 협약"
인공지능(AI) 앵커가 뉴스 진행…“진짜 앵커는 고향 갔다”
"KT 교권보호앱 ‘랑톡’, 내달 AI 통화리포트 제공"
"[단독] 尹 정부, 韓-日 바이오 협력 첫 성과...韓 AI·항암제 기업 다케다가 키운다"
AI통화리포트로 교사 부담 줄인다
"리노스, 폴라리스AI로 새출발"
[대구소식]달성군 ‘AI 복지상담’ 시범사업 선정 등
신사업 'AI' 낙점한 SK매직…이유는?
"올트먼 9300조원 모집…AI 반도체 시장, 판 흔들린다"
"DB손보, 사전 인수 시스템 'AI비서' 특허 획득"
"AI 대장주 엔비디아, 아마존 제쳤다…美 시총 4위로 도약"
반도체 ETF 세대교체 …'필·반' 지고 '소부장·AI' 뜬다
AI 열풍에 반도체 낙관론 확산…실적 눈높이 높아진다
"오픈AI, 작가들과의 저작권 소송서 일부 승소"
"셀바스헬스케어, 美 의료 AI 기업과 합작법인 설립"
"KT 교권보호앱 랑톡, 다음달부터 AI 통화리포트 서비스 제공"
"지지옥션, 경매 예정물건에 'AI 추정가' 제공 서비스"
"DB손보, AI 비서 개발특허 획득"
"AI스피커에 ""살려줘"" SOS…구급대→병원→'뇌출혈' 발견"
"오픈AI, '이전 대화 기억' 기능 추가한 챗GPT 새 버전 내놔"
"경북도 ""2026년까지 AI전문기업 40개 육성"""
오픈AI '칩 독립선언'에도...엔비디아 '파죽지세'
스마트폰 속 '나만의 AI 비서' 경쟁…오픈AI-MS 연합 vs 구글
AI 활용해 R&D 역량 강화한다
"""오픈AI·구글 등 테크기업들, 선거 관련 딥페이크 공동대응"""
"샘 올트먼 ""AI 평생 쓰는 청소년…엄청난 기회 갖게 될 것"""
중국에서는 AI 앵커가 뉴스 진행‥진짜 앵커는 휴가
"獨주간지 ""AI가 버스운전·돌봄전화…한국에 배워라"""
AI 붐에 늘어나는 전력량… 재생에너지 역할 커진다
“美명문대 600명 늘릴때 서울대 고작 25명”…AI 정원확대 요구 ‘봇물’
"[컨콜]NHN ""네이버 등과 AI 시장 개화에 적극 대응"""
"韓 美 AI연구거점 만들고, ‘온디바이스AI 전략’ 내놓는다"
"""AI인재들 삼성 오라"" 경력직원 대거 채용"
소름끼치는 챗GPT? 오픈AI 챗GPT 이제 기억력까지 갖춘다
'MWC 2024'서 AI·전장 잡겠다… 삼성·SK CEO 대거 출격
글로벌 R&D 예산 3.6배 증액… AI·차세대 반도체·6G 집중 투자
"""AI, 신약도 개발한다""…국내서도 '잰걸음'"
"네이버클라우드·안랩, AI기반 `보안강화` 공조"
"경기도, AI노인 돌봄·주거안전 등 1인 가구 지원책 마련"
AI로 1인 가구 고독사 예방…울산 남구 '안부든든 서비스'
"삼일PwC ""AI가 앞당긴 에듀테크…2030년 1000조 시장 열린다"""
"대교 써밋, AI 맞춤 학습하면 눈높이 선생님이 코칭…빈틈없이 '안심 교육'"
"복잡한 미생물 성장의 핵심대사 과정, AI로 풀었다"
"과기정통부 ""단통법 폐지…국민 생활 속 AI에 7700억 투입"""
"요기요, AI가 고객 취향 따라 메뉴 추천해준다"
"KT, 글로벌 AI 컨퍼런스 참가…석학들과 AI 전망 논의"
"라이다 솔루션 뷰런, AI 딥러닝 전문가 제홍모 CTO 영입"
"이스트소프트, MS 팀즈에 AI 휴먼 영상 제작 앱 탑재"
"경기도북부동물위생시험소, 도계장 간 AI 차단방역 총력"
"경기, 'AI 노인 말벗' 등 8807억 투입"
‘슈퍼 탤런트’만 성공하는 AI 시대 온다
"고병원성AI 차단 총력전…경기도북부동물위생시험소, 도계장 선제적 차단방역"
"[게시판] SKT 반려동물 AI 의료서비스, 호주 시장 유통 계약"
올트먼 'AI칩 큰그림'에 반도체업계 촉각…삼성·SK '기회' 찾나
"달성군, 대구 최초 ‘AI 복지상담 시범사업’ 선정"
"서울사이버대, 'AI 선도대학 원년' 선포"
"다쏘시스템 ""3D 설계 돕는 생성형 AI 모델 개발 중"""
"슈퍼모델·AI 쇼호스트 총출동…롯데홈쇼핑, 신규 방송 론칭"
"올트먼 오픈AI CEO, 시스템 파괴 가능한 AI의 사회적 불균형 우려"
"[2024 국세행정] 세수 여건 악화에 '비대면' 서비스 강화...""AI 상담 도입"""
"경북 청송군 치매안심센터, AI 돌봄서비스 30가구로 확대"
"올트먼, '오일머니' 전대미문 투자 구상…AI 패권 전쟁"
"AI 튜터로 학습환경 고도화…패스트캠퍼스, 모든 강의에 적용"
"""AI가 의사 대체 현실로""…루닛, 유럽학회서 연구결과 발표"
"'AI 열풍' 탄 MS, 클라우드 1위 아마존 맹추격"
"파수, 'AI바우처' 수요기업 모집 ""AI로 개인정보 보호"""
"""민원실 살균·정화"" 천안시청에 AI 방역 로봇 떴다"
"""폴더블 대중화 기여""…갤럭시Z 힌지 개발자, 韓엔지니어상 수상"
"""만능통장에 AI 기술 도입"" 하나銀, 일임형 ISA 가입 이벤트"
젠슨 황 엔비디아 CEO “반도체 성능 향상으로 AI 비용 낮아질 것”
AI 등 신기술 탑재한 차세대 나라장터 올해 하반기 출시
“韓-獨 유망사업 협력…신재생에너지·수소·AI·인프라 핵심”
"통신3사, '본업' 통신 매출 둔화세… 올해 '믿을맨'은 AI"
올 세무조사 1만4000건 이하 유지…생성형AI 5월 시범도입
"비앤피랩, 'AI로 망막질환 조기진단' 임상시험계획 승인 완료"
"日 JR 철도 선로 검사, AMD 기반 AI 솔루션으로 ‘스마트’해졌다"
"신동빈의 ‘AI’ 강조에…롯데백화점, AI 활용해 봄 입혔다"
"마음AI, 도구공간과 자율주행 안내로봇 MOU"
"AI 대장주 엔비디아, 美증시 장중 시총 3위…구글·아마존 제쳐(종합)"
'3일만에 두배 올랐다'…엔비디아 잇는 AI기대주
"의료 AI 기업 웨이센, 중동 의료 전문기업 메가마인드와 공급 계약 체결"
AI폰에 AI워치·AI자동차까지? AI로 전 산업과 일상 고도화
“AI 이용해 치매발병 15년전 예측 가능”
"“AI 덕분에” 엔비디아 주가, 아마존·구글 제쳐"
"韓美日 AI 랠리…각국 주요 7개株, 코스피·S&P500·닛케이보다 2~3배 더 상승 [투자360]"
"AI대장주 엔비디아 시총, 22년만에 아마존 추월…2조달러 '눈앞'"
'가짜 한동훈' 잡고 로고송 만들고…선거 판 살림꾼 된 AI [긱스]
"성남시, 장애인 AI 음성지원 전자신문 구독 서비스"
"""날아라 이종호!"" 누리호 쏘아올린 과기부, 2024년엔 'R&D·AI·우주청' 책임진다"
AI주 질주…엔비디아 미국 시총 3위 '터치'
"""AI 기반 경제·산업 대도약···글로벌 디지털 질서 주도"""
"다쏘시스템 회장 ""AI가 미래 설계 판도 바꾼다"""
"음악도 AI 시대…검색·추천 기본, 작곡까지 '척척'"
"세무조사, 올해도 역대 최저수준…AI 등 세무 서비스 강화"
AI 앞세워 고공행진하는 MS주가…서비스 구독자 반응은 '미지근'
"""살려줘"" 소리치자 119 출동…AI 스피커가 어르신 살렸다"
